,item_id,shop_id,shop_name,name,currency,stock,ctime,historical_sold,liked_count,cat_id,brand,price,price_min,price_max,price_min_before_discount,price_max_before_discount,raw_discount,rating_total,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,rating_star,shop_location,crawl_date
0,12968596010,92937520,Thời trang nam Owen,Áo sơ mi ngắn tay nam Owen Bamboo Slim Fit màu Tím xanh nhạt - AS23538N,VND,9,2022-06-13,36,3,100011,,312400,312400,312400,568000,568000,45,10,0,0,0,2,8,4.8,TP. Hồ Chí Minh,2023-11-12
0,23139694196,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Xanh lá Mint - AB230354NT,VND,24,2022-06-14,2,0,100011,,650000,650000,650000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,17987875490,92937520,Thời trang nam Owen,OWEN - Áo thun T-Shirt Body Fit màu đen - TSN220976,VND,7,2022-06-14,3,1,100011,,370000,370000,370000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,18560088772,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regular Fit Xanh rêu Cafe - AR220859DT,VND,9,2022-06-14,9,6,100011,,690000,690000,690000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,20075901856,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Regular Fit Navy Bamboo - AR230053NT,VND,7,2022-06-15,21,7,100011,,590000,590000,590000,-1,-1,0,8,0,0,0,1,7,4.875,TP. Hồ Chí Minh,2023-11-12
0,16926575795,92937520,Thời trang nam Owen,Áo sơ mi cổ trụ dài tay nam Owen Bạch đàn Regular Fit Xanh kẻ - AR20748D,VND,84,2022-06-15,116,4,100011,,299000,299000,299000,598000,598000,50,40,1,1,2,5,31,4.6,TP. Hồ Chí Minh,2023-11-12
0,10697665255,92937520,Thời trang nam Owen,Áo sơ mi Nam dài tay Owen Slim Fit Nền ghi melange kẻ caro ghi đậm - AS220796D,VND,10,2022-06-15,12,7,100011,,418600,418600,418600,598000,598000,30,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,10582254428,92937520,Thời trang nam Owen,Áo sơ mi dài tay nam Owen Bamboo Slim Fit màu Dobby sọc xanh - AS23222D,VND,9,2022-06-16,51,3,100011,,323400,323400,323400,588000,588000,45,15,0,0,1,0,14,4.866666666666666,TP. Hồ Chí Minh,2023-11-12
0,25450550783,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit màu Xanh chất liệu Bamboo - AB230547NT,VND,18,2022-06-17,0,0,100011,,590000,590000,590000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,14447590545,92937520,Thời trang nam Owen,Áo Tshirt ngắn tay Nam Owen Cotton Slim Fit màu Navy - TSN23649,VND,6,2022-06-17,31,4,100011,,237600,237600,237600,330000,330000,28,12,0,0,1,0,11,4.833333333333333,TP. Hồ Chí Minh,2023-11-12
0,23337421044,92937520,Thời trang nam Owen,"Áo sơ mi ngắn tay Nam Owen Viscose, Polyester form Relaxfit màu Navy - AE230068N",VND,23,2022-06-17,2,1,100011,,650000,650000,650000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,20375454476,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Ghi Bamboo - AB230051NT,VND,23,2022-06-20,4,1,100011,,590000,590000,590000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,20575902248,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regularfit Trắng Bamboo - AR230357D,VND,25,2022-06-20,3,2,100011,,690000,690000,690000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,19269358790,92937520,Thời trang nam Owen,OWEN - Áo polo Ngắn tay Nam Owen Bodyfit Đen - APV231384,VND,28,2022-06-20,21,3,100011,,530000,530000,530000,-1,-1,0,6,0,0,1,0,5,4.666666666666667,TP. Hồ Chí Minh,2023-11-12
0,23486037575,92937520,Thời trang nam Owen,OWEN - Quần tây Regular Fit màu Đen chất liệu Polyester - QR231540,VND,38,2022-06-21,0,0,100011,,720000,720000,720000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,18138879300,92937520,Thời trang nam Owen,Quần khaki Nam Owen  Slim Fit Navy - QKSL221143,VND,23,2022-06-21,22,2,100011,,650000,650000,650000,-1,-1,0,10,2,0,0,0,8,4.2,TP. Hồ Chí Minh,2023-11-12
0,20681759715,92937520,Thời trang nam Owen,OWEN - Áo sơ mi nam dài tay Owen dáng Regular Fit màu trắng chất liệu Recycle - AR230333D,VND,2,2022-06-21,24,7,100011,,420000,420000,420000,-1,-1,0,8,0,0,0,0,8,5.0,TP. Hồ Chí Minh,2023-11-12
0,18148443900,92937520,Thời trang nam Owen,OWEN - Quần short Slim Fit màu Ghi - SK220653,VND,12,2022-06-21,36,16,100011,,495000,495000,495000,-1,-1,0,14,0,0,0,0,14,5.0,TP. Hồ Chí Minh,2023-11-12
0,20354436990,92937520,Thời trang nam Owen,OWEN - Quần khaki Slim Fit Đen - QKSL221141,VND,20,2022-06-21,27,3,100011,,650000,650000,650000,-1,-1,0,8,0,0,0,1,7,4.875,TP. Hồ Chí Minh,2023-11-12
0,18388814455,92937520,Thời trang nam Owen,Áo sơ mi dài tay Nam Owen Regular Fit Trắng chất liệu Nano - AR230315DT,VND,2,2022-06-21,20,5,100011,,580000,580000,580000,-1,-1,0,6,1,0,0,0,5,4.333333333333333,TP. Hồ Chí Minh,2023-11-12
0,20043552452,92937520,Thời trang nam Owen,Áo sơ mi Nam dài tay Owen Slim Fit Nền ghi melange kẻ caro ghi đậm Mocrofiber - AS220793D,VND,9,2022-06-21,13,7,100011,,418600,418600,418600,598000,598000,30,2,0,0,0,0,2,5.0,TP. Hồ Chí Minh,2023-11-12
0,22624231375,92937520,Thời trang nam Owen,OWEN - Áo Tshirt ngắn tay Body Fit Hồng - TSN231432,VND,35,2022-06-21,5,2,100011,,370000,370000,370000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,23124509017,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Ghi Mint - AB230074NT,VND,19,2022-06-21,8,4,100011,,628000,628000,628000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,18552685955,92937520,Thời trang nam Owen,OWEN - Quần khaki Slim Fit Ghi - QKSL221137,VND,13,2022-06-21,32,3,100011,,650000,650000,650000,-1,-1,0,8,0,0,0,0,8,5.0,TP. Hồ Chí Minh,2023-11-12
0,21490056073,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Nam Owen Body Fit màu Xanh sọc chất liệu Cafe - AB230109NT,VND,4,2022-06-21,19,3,100011,,650000,650000,650000,-1,-1,0,8,0,0,0,0,8,5.0,TP. Hồ Chí Minh,2023-11-12
0,18790047040,92937520,Thời trang nam Owen,OWEN - Quần tây Nam Owen dáng Slim Fit Tăng Đơ màu Navy chất liệu Nano - QST231255,VND,10,2022-06-21,24,3,100011,,700000,700000,700000,-1,-1,0,4,0,0,0,1,3,4.75,TP. Hồ Chí Minh,2023-11-12
0,2694682119,92937520,Thời trang nam Owen,Áo sơ mi Regulerfit Ngắn tay - Có túi - Màu trắng - AR91008N,VND,1,2022-06-23,74,10,100017,0,478000,478000,478000,-1,-1,0,27,0,0,0,1,26,4.962962962962963,TP. Hồ Chí Minh,2023-11-12
0,22924482439,92937520,Thời trang nam Owen,OWEN - Áo Tshirt ngắn tay Body Fit Xanh - TSN231447,VND,27,2022-06-23,11,2,100011,,370000,370000,370000,-1,-1,0,4,0,0,0,0,4,5.0,TP. Hồ Chí Minh,2023-11-12
0,23858372396,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Slim Fit  màu Xanh lá chất liệu Bamboo - AS230653D,VND,14,2022-06-23,1,3,100011,,690000,690000,690000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,6000722971,92937520,Thời trang nam Owen,Quần tây nam Owen màu đen Slimfit - QS91047,VND,5,2022-06-23,133,55,100011,0,575000,575000,575000,-1,-1,0,46,1,0,0,4,41,4.826086956521739,TP. Hồ Chí Minh,2023-11-12
0,19122303889,92937520,Thời trang nam Owen,Áo polo cafe Ngắn tay Nam Owen Bodyfit Navy -APV221135,VND,32,2022-06-23,352,54,100011,,413000,413000,413000,590000,590000,30,104,1,2,2,9,90,4.778846153846154,TP. Hồ Chí Minh,2023-11-12
0,21387921700,92937520,Thời trang nam Owen,OWEN - Quần tây Slim Fit Renu Navy - QS231536,VND,11,2022-06-23,38,2,100011,,700000,700000,700000,-1,-1,0,14,0,0,0,0,14,5.0,TP. Hồ Chí Minh,2023-11-12
0,14396848377,92937520,Thời trang nam Owen,OWEN - Ví da nam 100% Leather - VD232672,VND,2,2022-06-23,3,1,100533,,590000,590000,590000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,19422304188,92937520,Thời trang nam Owen,Áo polo cafe Ngắn tay Nam Owen Bodyfit Ghi -APV221136,VND,13,2022-06-23,92,21,100011,,413000,413000,413000,590000,590000,30,31,0,1,0,4,26,4.774193548387097,TP. Hồ Chí Minh,2023-11-12
0,18569430964,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Cafe Body Fit Ghi trắng - BA220936NT,VND,14,2022-06-27,6,15,100011,,650000,650000,650000,-1,-1,0,4,0,0,0,0,4,5.0,TP. Hồ Chí Minh,2023-11-12
0,18980088393,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Xanh chất liệu Bamboo - AB230365NT,VND,11,2022-06-27,14,7,100011,,590000,590000,590000,-1,-1,0,8,0,0,0,0,8,5.0,TP. Hồ Chí Minh,2023-11-12
0,19892051576,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Nam Owen dáng Slim Fit màu Be chất liệu Bamboo/Polyester - AS230551D,VND,16,2022-06-28,1,1,100011,,690000,690000,690000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,23254725566,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Slim Fit màu Trắng chất liệu Eucalyptus by Viscose Cooling Poly - AS22986D,VND,7,2022-06-28,8,1,100011,,328900,328900,328900,598000,598000,45,2,0,0,0,1,1,4.5,TP. Hồ Chí Minh,2023-11-12
0,22068785913,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Vàng chất liệu Mint - AB230374NT,VND,10,2022-06-28,198,26,100011,,357500,357500,357500,650000,650000,45,73,0,1,1,4,67,4.876712328767123,TP. Hồ Chí Minh,2023-11-12
0,22419347119,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Đen Nano - AB230021NT,VND,8,2022-06-28,18,6,100011,,620000,620000,620000,-1,-1,0,6,0,0,0,0,6,5.0,TP. Hồ Chí Minh,2023-11-12
0,19094364855,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regular Fit màu Xanh chất liệu Bamboo - AR230611DT,VND,13,2022-06-28,1,2,100011,,690000,690000,690000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,17792716051,92937520,Thời trang nam Owen,OWEN - Quần jean Slim Fit Xanh đậm - QJS230151,VND,41,2022-06-28,16,1,100011,,625000,625000,625000,-1,-1,0,6,0,0,0,1,5,4.833333333333333,TP. Hồ Chí Minh,2023-11-12
0,17892388582,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regular Fit màu Xanh Bamboo - AR221274DT,VND,1,2022-06-28,16,8,100011,,610000,610000,610000,-1,-1,0,5,0,0,0,0,5,5.0,TP. Hồ Chí Minh,2023-11-12
0,13598603607,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regular Fit màu xanh kẻ - AR22991DT,VND,13,2022-06-28,34,2,100011,,328900,328900,328900,598000,598000,45,10,0,0,0,0,10,5.0,TP. Hồ Chí Minh,2023-11-12
0,23968128346,92937520,Thời trang nam Owen,Áo sơ mi Nam dài tay Owen Regular Fit Trắng chất liệu Cafe - AR230321DT,VND,9,2022-06-28,2,2,100011,,548000,548000,548000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,23822192807,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regular Fit màu Ghi Nano - AR230202DT,VND,31,2022-06-28,5,3,100011,,650000,650000,650000,-1,-1,0,1,0,0,0,1,0,4.0,TP. Hồ Chí Minh,2023-11-12
0,21790485383,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Nam Owen dáng Body Fit màu Xanh chất liệu Bamboo-Microfiber - AB230247NT,VND,11,2022-06-28,10,4,100011,,590000,590000,590000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,22242643434,92937520,Thời trang nam Owen,Áo sơ mi ngắn tay Nam Owen Regular Fit Đen chất liệu Nano - AR230339NT,VND,3,2022-06-30,5,1,100011,,570000,570000,570000,-1,-1,0,2,0,0,0,0,2,5.0,TP. Hồ Chí Minh,2023-11-12
0,21443707994,92937520,Thời trang nam Owen,Áo sơ mi Nam ngắn tay Owen Bamboo Body fit Xanh rêu - BA220953NT,VND,2,2022-06-30,13,5,100011,,397600,397600,397600,568000,568000,30,6,0,0,0,0,6,5.0,TP. Hồ Chí Minh,2023-11-12
0,22245437491,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regularfit màu Trắng chất liệu Bamboo - AR230363DT,VND,24,2022-07-01,10,1,100011,,610000,610000,610000,-1,-1,0,2,0,0,0,0,2,5.0,TP. Hồ Chí Minh,2023-11-12
0,22354723339,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Slim Fit màu Xanh chất liệu Artemisia - Polyester - AS22952D,VND,6,2022-07-01,14,4,100011,,319000,319000,319000,580000,580000,45,3,0,0,0,0,3,5.0,TP. Hồ Chí Minh,2023-11-12
0,14981508085,92937520,Thời trang nam Owen,Áo Tshirt ngắn tay Nam Owen Cotton Slim Fit Cam - TSN23654,VND,2,2022-07-01,18,2,100011,,171600,171600,171600,330000,330000,48,7,0,0,0,0,7,5.0,TP. Hồ Chí Minh,2023-11-12
0,11398351687,92937520,Thời trang nam Owen,OWEN - Quần Boxer nam màu Ghi - QLBR221096,VND,1,2022-07-01,8,1,100011,,120000,120000,120000,-1,-1,0,2,0,0,0,0,2,5.0,TP. Hồ Chí Minh,2023-11-12
0,22230868194,92937520,Thời trang nam Owen,OWEN - Ví da nam 100% Leather - VD232669,VND,1,2022-07-01,4,2,100533,,590000,590000,590000,-1,-1,0,3,0,0,2,0,1,3.6666666666666665,TP. Hồ Chí Minh,2023-11-12
0,19582959261,92937520,Thời trang nam Owen,OWEN - Áo Polo ngắn tay Nam Owen dáng Body Fit màu Đỏ chất liệu Mint Cotton - APV231318,VND,7,2022-07-01,1,3,100011,,620000,620000,620000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,14774901117,92937520,Thời trang nam Owen,Áo sơ mi ngắn tay Nam Owen Bamboo Body Fit Đỏ xám navy - BA23212N,VND,6,2022-07-01,15,2,100011,,312400,312400,312400,568000,568000,45,10,0,0,0,1,9,4.9,TP. Hồ Chí Minh,2023-11-12
0,18971570400,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Xanh Modal - AB230166NT,VND,22,2022-07-01,7,7,100011,,650000,650000,650000,-1,-1,0,1,0,0,0,1,0,4.0,TP. Hồ Chí Minh,2023-11-12
0,10676701305,92937520,Thời trang nam Owen,Áo sơ mi Dài tay Owen Bamboo Slim Fit màu Nâu - AS61012D,VND,9,2022-07-01,35,7,100011,,324500,324500,324500,590000,590000,45,20,0,0,1,1,18,4.85,TP. Hồ Chí Minh,2023-11-12
0,22846177279,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Nam Owen dáng Slim Fit màu Trắng chất liệu Bamboo - AS230195D,VND,11,2022-07-02,11,2,100011,,610000,610000,610000,-1,-1,0,3,0,0,0,0,3,5.0,TP. Hồ Chí Minh,2023-11-12
0,10576701243,92937520,Thời trang nam Owen,Áo sơ mi Dài tay Owen Bamboo Slim Fit màu Nâu - AS61013D,VND,17,2022-07-04,35,3,100011,,324500,324500,324500,590000,590000,45,9,0,0,0,0,9,5.0,TP. Hồ Chí Minh,2023-11-12
0,20169428718,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Bamboo Slim Fit Trắng - AS221270D,VND,11,2022-07-04,8,2,100011,,610000,610000,610000,-1,-1,0,2,0,0,0,0,2,5.0,TP. Hồ Chí Minh,2023-11-12
0,20381134969,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Nam dáng Regularfit màu Xanh chất liệu Bamboo - AR230360DT,VND,16,2022-07-04,8,4,100011,,610000,610000,610000,-1,-1,0,2,0,0,0,0,2,5.0,TP. Hồ Chí Minh,2023-11-12
0,20890494966,92937520,Thời trang nam Owen,OWEN - Quần jean Nam Owen dáng Slim Fit màu Navy chất liệu Cotton-Spandex - QJS230156,VND,26,2022-07-04,21,5,100011,,625000,625000,625000,-1,-1,0,5,0,0,0,0,5,5.0,TP. Hồ Chí Minh,2023-11-12
0,23030267671,92937520,Thời trang nam Owen,OWEN - Dây lưng nam Nâu - BELT232691,VND,1,2022-07-04,4,1,100009,,550000,550000,550000,-1,-1,0,3,0,0,0,0,3,5.0,TP. Hồ Chí Minh,2023-11-12
0,19295126467,92937520,Thời trang nam Owen,OWEN - Quần tây Slim Fit màu Đen chất liệu Polyester-Rayon-Spandex - QS231500,VND,15,2022-07-04,0,0,100011,,650000,650000,650000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,12934774433,92937520,Thời trang nam Owen,Áo Sơ mi dài tay Owen Cafe T-Cool Regularfit màu Xanh - AR23781D,VND,3,2022-07-04,25,6,100011,,310960,310960,310960,598000,598000,48,10,0,0,1,1,8,4.7,TP. Hồ Chí Minh,2023-11-12
0,15897129735,92937520,Thời trang nam Owen,Áo polo ngắn tay Nam Owen màu Đen - APV231363,VND,18,2022-07-04,22,8,100011,,530000,530000,530000,-1,-1,0,9,0,0,0,0,9,5.0,TP. Hồ Chí Minh,2023-11-12
0,22868211127,92937520,Thời trang nam Owen,OWEN - Quần tây Nam Regular Fit Đen chất liệu vải Polyester-Rayon-Spandex - QR231502,VND,1,2022-07-05,22,7,100011,,650000,650000,650000,-1,-1,0,5,0,0,1,0,4,4.6,TP. Hồ Chí Minh,2023-11-12
0,18975475667,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Navy Mint - AB230115NT,VND,18,2022-07-05,9,4,100011,,650000,650000,650000,-1,-1,0,2,0,0,0,1,1,4.5,TP. Hồ Chí Minh,2023-11-12
0,18890670919,92937520,Thời trang nam Owen,OWEN - Ví da  màu Đen chất liệu 100% Leather - VD232684,VND,2,2022-07-05,4,0,100533,,590000,590000,590000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,21767034039,92937520,Thời trang nam Owen,OWEN - Áo len Regularfit Ghi - ALD220763,VND,8,2022-07-05,4,3,100011,,545000,545000,545000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,22238196324,92937520,Thời trang nam Owen,Quần tây Nam Owen  Trendy Xanh Nano - QD231254,VND,33,2022-07-05,4,2,100011,,700000,700000,700000,-1,-1,0,2,1,0,0,0,1,3.0,TP. Hồ Chí Minh,2023-11-12
0,16426579668,92937520,Thời trang nam Owen,Áo sơ mi dài tay Nam Owen   Regular Fit màu Xám- AR23307DT,VND,3,2022-07-05,26,5,100011,,408960,408960,408960,568000,568000,28,6,0,0,1,0,5,4.666666666666667,TP. Hồ Chí Minh,2023-11-12
0,22739692320,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Relaxfit Xanh rêu Viscose - AE230067N,VND,20,2022-07-05,2,4,100011,,650000,650000,650000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,23909331793,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Slim Fit Be Bamboo - AS221267DT,VND,9,2022-07-05,4,6,100011,,610000,610000,610000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,22980218736,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Slim Fit màu Xanh chất liệu Aloe-Polyester - AS22939D,VND,4,2022-07-05,16,3,100011,,580000,580000,580000,-1,-1,0,2,0,0,0,0,2,5.0,TP. Hồ Chí Minh,2023-11-12
0,13897811296,92937520,Thời trang nam Owen,OWEN - Áo sơmi ngắn tay Regular Fit màu xanh carô Cafe - AR220933NT,VND,18,2022-07-05,13,8,100011,,650000,650000,650000,-1,-1,0,5,0,0,0,2,3,4.6,TP. Hồ Chí Minh,2023-11-12
0,19048718177,92937520,Thời trang nam Owen,OWEN - Áo Tshirt ngắn tay Body Fit Vàng - TSN220647,VND,38,2022-07-05,10,3,100011,,370000,370000,370000,-1,-1,0,4,0,0,0,0,4,5.0,TP. Hồ Chí Minh,2023-11-12
0,20755307308,92937520,Thời trang nam Owen,OWEN - Áo Blazer Regular Fit Ghi melange nâu - BL220699,VND,4,2022-07-05,3,3,100011,,1950000,1950000,1950000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,23224199443,92937520,Thời trang nam Owen,OWEN - Quần tây Slim Fit Ghi Nano - QS231476,VND,36,2022-07-05,9,3,100011,,700000,700000,700000,-1,-1,0,2,1,0,0,0,1,3.0,TP. Hồ Chí Minh,2023-11-12
0,18872281556,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regular Fit màu Xanh Nano - AR230018DT,VND,26,2022-07-05,10,5,100011,,650000,650000,650000,-1,-1,0,4,0,0,0,0,4,5.0,TP. Hồ Chí Minh,2023-11-12
0,20143563897,92937520,Thời trang nam Owen,Áo sơ mi Nam Ngắn tay Owen Body Fit Xanh nâu trắng Bamboo - BA220780NT,VND,18,2022-07-05,9,1,100011,,397600,397600,397600,568000,568000,30,2,0,0,0,0,2,5.0,TP. Hồ Chí Minh,2023-11-12
0,21862765284,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Đỏ Bamboo - BA220902NT,VND,11,2022-07-05,8,1,100011,,590000,590000,590000,-1,-1,0,3,0,0,0,0,3,5.0,TP. Hồ Chí Minh,2023-11-12
0,18260664780,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regular Fit Xanh Bamboo - AR221030DT,VND,1,2022-07-06,18,16,100011,,625000,625000,625000,-1,-1,0,8,0,0,0,0,8,5.0,TP. Hồ Chí Minh,2023-11-12
0,19590463338,92937520,Thời trang nam Owen,OWEN - Quần tây Nam Owen dáng Slim Fit màu Xanh chất liệu Nano - QS21076,VND,5,2022-07-06,32,1,100011,,343750,343750,343750,625000,625000,45,12,0,0,1,1,10,4.75,TP. Hồ Chí Minh,2023-11-12
0,22746165560,92937520,Thời trang nam Owen,Áo sơ mi ngắn tay Nam Owen dáng Body Fit màu xanh chất liệu Mint - AB230250NT,VND,19,2022-07-06,3,2,100011,,650000,650000,650000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,22656721194,92937520,Thời trang nam Owen,OWEN - Quần short Nam dáng Slim Fit màu Đen chất liệu Cotton spandex - SJ231819,VND,16,2022-07-08,1,0,100011,,480000,480000,480000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,17648665505,92937520,Thời trang nam Owen,Quần tây Nam Owen Polyester Trendy Nâu - QD23434,VND,10,2022-07-08,18,5,100011,,428400,428400,428400,595000,595000,28,9,0,0,1,1,7,4.666666666666667,TP. Hồ Chí Minh,2023-11-12
0,14748141465,92937520,Thời trang nam Owen,Áo sơ mi dài tay Nam Owen  Bamboo Regular Fit màu Navy ghi - AR23381D,VND,5,2022-07-08,40,6,100011,,423360,423360,423360,588000,588000,28,11,0,0,1,0,10,4.818181818181818,TP. Hồ Chí Minh,2023-11-12
0,12874587773,92937520,Thời trang nam Owen,Áo sơ mi ngắn tay Nam Owen Bamboo Body Fit màu Tím đỏ - BA23534N,VND,4,2022-07-09,24,6,100011,,312400,312400,312400,568000,568000,45,6,0,0,0,0,6,5.0,TP. Hồ Chí Minh,2023-11-12
0,20960088366,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regular Fit Xanh rêu Bamboo - AR220906DT,VND,15,2022-07-09,3,1,100011,,610000,610000,610000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,19978916097,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Regular Fit Ghi Bamboo - AR230219DT,VND,20,2022-07-11,2,2,100011,,690000,690000,690000,-1,-1,0,1,0,0,0,1,0,4.0,TP. Hồ Chí Minh,2023-11-12
0,19835232825,92937520,Thời trang nam Owen,Áo sơ mi Nam dài tay Owen Slim Fit ghi melange sọc navy Bamboo - AS220797D,VND,2,2022-07-11,13,6,100011,,418600,418600,418600,598000,598000,30,4,0,0,0,0,4,5.0,TP. Hồ Chí Minh,2023-11-12
0,12842006644,92937520,Thời trang nam Owen,Áo sơ mi dài tay nam Owen Bamboo Regularfit họa tiết caro - AR23228D,VND,11,2022-07-11,50,4,100011,,323400,323400,323400,588000,588000,45,19,0,0,1,0,18,4.894736842105263,TP. Hồ Chí Minh,2023-11-12
0,20475902516,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Slim Fit Trắng Bamboo - AS230047N,VND,30,2022-07-11,8,2,100011,,650000,650000,650000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,17194059572,92937520,Thời trang nam Owen,Áo polo ngắn tay Nam Owen Bodyfit Nâu - APV231361,VND,38,2022-07-11,2,5,100011,,500000,500000,500000,-1,-1,0,0,0,0,0,0,0,0.0,TP. Hồ Chí Minh,2023-11-12
0,16597569250,92937520,Thời trang nam Owen,OWEN - Áo sơ mi dài tay Nam Owen Regular Fit màu Xanh chất liệu Nano - AR230246DT,VND,10,2022-07-11,12,7,100011,,650000,650000,650000,-1,-1,0,1,0,0,0,0,1,5.0,TP. Hồ Chí Minh,2023-11-12
0,16826575587,92937520,Thời trang nam Owen,Áo sơ mi dài tay nam Owen Bamboo Regular Fit Be trắng - AR23195D,VND,8,2022-07-11,22,6,100011,,323400,323400,323400,588000,588000,45,3,0,0,0,0,3,5.0,TP. Hồ Chí Minh,2023-11-12
0,20675458810,92937520,Thời trang nam Owen,OWEN - Áo sơ mi ngắn tay Body Fit Xanh Bamboo - AB230037NT,VND,23,2022-07-12,7,5,100011,,590000,590000,590000,-1,-1,0,3,0,0,0,0,3,5.0,TP. Hồ Chí Minh,2023-11-12
0,14048142512,92937520,Thời trang nam Owen,Áo sơ mi ngắn tay Nam Owen Bamboo Slim Fit màu Be trắng - AS23196N,VND,17,2022-07-12,27,3,100011,,423360,423360,423360,588000,588000,28,10,0,0,0,0,10,5.0,TP. Hồ Chí Minh,2023-11-12
